ensembl_gene_id	entrezgene_id	gene_biotype	external_gene_name	subsystem
ENSG00000151233	283464	protein_coding	GXYLT1	NA
ENSG00000172986	727936	protein_coding	GXYLT2	NA
ENSG00000163754	2992	protein_coding	GYG1	Starch and sucrose metabolism
ENSG00000056998	8908	protein_coding	GYG2	Starch and sucrose metabolism
ENSG00000104812	2997	protein_coding	GYS1	Starch and sucrose metabolism
ENSG00000111713	2998	protein_coding	GYS2	Starch and sucrose metabolism
ENSG00000162882	23498	protein_coding	HAAO	Nicotinate and nicotinamide metabolism
ENSG00000131373	26061	protein_coding	HACL1	Beta oxidation of phytanic acid (peroxisomal)
ENSG00000138796	3033	protein_coding	HADH	Arachidonic acid metabolism
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of branched-chain fatty acids (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of even-chain fatty acids (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of odd-chain fatty acids (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000138796	3033	protein_coding	HADH	Leukotriene metabolism
ENSG00000138796	3033	protein_coding	HADH	Omega-6 fatty acid metabolism
ENSG00000138796	3033	protein_coding	HADH	Steroid metabolism
ENSG00000138796	3033	protein_coding	HADH	Tryptophan metabolism
ENSG00000138796	3033	protein_coding	HADH	Valine, leucine, and isoleucine metabolism
ENSG00000138796	3033	protein_coding	HADH	Vitamin E metabolism
ENSG00000084754	3030	protein_coding	HADHA	Arachidonic acid metabolism
ENSG00000084754	3030	protein_coding	HADHA	beta-Alanine metabolism
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of branched-chain fatty acids (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of even-chain fatty acids (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of odd-chain fatty acids (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000084754	3030	protein_coding	HADHA	Leukotriene metabolism
ENSG00000084754	3030	protein_coding	HADHA	Omega-6 fatty acid metabolism
ENSG00000084754	3030	protein_coding	HADHA	Steroid metabolism
ENSG00000084754	3030	protein_coding	HADHA	Tryptophan metabolism
ENSG00000084754	3030	protein_coding	HADHA	Valine, leucine, and isoleucine metabolism
ENSG00000084754	3030	protein_coding	HADHA	Vitamin E metabolism
ENSG00000138029	3032	protein_coding	HADHB	Arachidonic acid metabolism
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of branched-chain fatty acids (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of even-chain fatty acids (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of odd-chain fatty acids (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000138029	3032	protein_coding	HADHB	Leukotriene metabolism
ENSG00000138029	3032	protein_coding	HADHB	Omega-6 fatty acid metabolism
ENSG00000138029	3032	protein_coding	HADHB	Transport, mitochondrial
ENSG00000138029	3032	protein_coding	HADHB	Valine, leucine, and isoleucine metabolism
ENSG00000138029	3032	protein_coding	HADHB	Vitamin E metabolism
ENSG00000063854	3029	protein_coding	HAGH	Pyruvate metabolism
ENSG00000103253	84264	protein_coding	HAGHL	Pyruvate metabolism
ENSG00000084110	3034	protein_coding	HAL	Histidine metabolism
ENSG00000101323	54363	protein_coding	HAO1	Glycine, serine and threonine metabolism
ENSG00000101323	54363	protein_coding	HAO1	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000116882	51179	protein_coding	HAO2	Glycine, serine and threonine metabolism
ENSG00000116882	51179	protein_coding	HAO2	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000105509	3036	protein_coding	HAS1	Transport, extracellular
ENSG00000170961	3037	protein_coding	HAS2	Transport, extracellular
ENSG00000103044	3038	protein_coding	HAS3	Transport, extracellular
ENSG00000004961	3052	protein_coding	HCCS	Porphyrin metabolism
ENSG00000171720	8841	protein_coding	HDAC3	Isolated
ENSG00000140287	3067	protein_coding	HDC	Histidine metabolism
ENSG00000114735	51409	protein_coding	HEMK1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000213614	3073	protein_coding	HEXA	Amino sugar and nucleotide sugar metabolism
ENSG00000213614	3073	protein_coding	HEXA	Chondroitin sulfate degradation
ENSG00000213614	3073	protein_coding	HEXA	Glycosphingolipid biosynthesis-ganglio series
ENSG00000213614	3073	protein_coding	HEXA	Glycosphingolipid biosynthesis-globo series
ENSG00000213614	3073	protein_coding	HEXA	Glycosphingolipid metabolism
ENSG00000213614	3073	protein_coding	HEXA	Heparan sulfate degradation
ENSG00000213614	3073	protein_coding	HEXA	Keratan sulfate degradation
ENSG00000213614	3073	protein_coding	HEXA	N-glycan metabolism
ENSG00000049860	3074	protein_coding	HEXB	Amino sugar and nucleotide sugar metabolism
ENSG00000049860	3074	protein_coding	HEXB	Chondroitin sulfate degradation
ENSG00000049860	3074	protein_coding	HEXB	Glycosphingolipid biosynthesis-ganglio series
ENSG00000049860	3074	protein_coding	HEXB	Glycosphingolipid biosynthesis-globo series
ENSG00000049860	3074	protein_coding	HEXB	Glycosphingolipid metabolism
ENSG00000049860	3074	protein_coding	HEXB	Heparan sulfate degradation
ENSG00000049860	3074	protein_coding	HEXB	Keratan sulfate degradation
ENSG00000049860	3074	protein_coding	HEXB	N-glycan metabolism
ENSG00000113924	3081	protein_coding	HGD	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000106049	11112	protein_coding	HIBADH	Valine, leucine, and isoleucine metabolism
ENSG00000198130	26275	protein_coding	HIBCH	Propanoate metabolism
ENSG00000198130	26275	protein_coding	HIBCH	Valine, leucine, and isoleucine metabolism
ENSG00000100644	3091	protein_coding	HIF1A	Transport, peroxisomal
ENSG00000156515	3098	protein_coding	HK1	Amino sugar and nucleotide sugar metabolism
ENSG00000156515	3098	protein_coding	HK1	Fructose and mannose metabolism
ENSG00000156515	3098	protein_coding	HK1	Fructose and Mannose metabolism
ENSG00000156515	3098	protein_coding	HK1	Glycolysis / Gluconeogenesis
ENSG00000156515	3098	protein_coding	HK1	Purine metabolism
ENSG00000159399	3099	protein_coding	HK2	Amino sugar and nucleotide sugar metabolism
ENSG00000159399	3099	protein_coding	HK2	Fructose and mannose metabolism
ENSG00000159399	3099	protein_coding	HK2	Fructose and Mannose metabolism
ENSG00000159399	3099	protein_coding	HK2	Glycolysis / Gluconeogenesis
ENSG00000159399	3099	protein_coding	HK2	Purine metabolism
ENSG00000160883	3101	protein_coding	HK3	Amino sugar and nucleotide sugar metabolism
ENSG00000160883	3101	protein_coding	HK3	Fructose and mannose metabolism
ENSG00000160883	3101	protein_coding	HK3	Fructose and Mannose metabolism
ENSG00000160883	3101	protein_coding	HK3	Glycolysis / Gluconeogenesis
ENSG00000160883	3101	protein_coding	HK3	Purine metabolism
ENSG00000256269	3145	protein_coding	HMBS	Porphyrin metabolism
ENSG00000117305	3155	protein_coding	HMGCL	Cholesterol metabolism
ENSG00000117305	3155	protein_coding	HMGCL	Tyrosine metabolism
ENSG00000113161	3156	protein_coding	HMGCR	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000113161	3156	protein_coding	HMGCR	Cholesterol metabolism
ENSG00000113161	3156	protein_coding	HMGCR	Transport, endoplasmic reticular
ENSG00000112972	3157	protein_coding	HMGCS1	Butanoate metabolism
ENSG00000112972	3157	protein_coding	HMGCS1	Cholesterol metabolism
ENSG00000112972	3157	protein_coding	HMGCS1	Terpenoid backbone biosynthesis
ENSG00000112972	3157	protein_coding	HMGCS1	Transport, nuclear
ENSG00000134240	3158	protein_coding	HMGCS2	Butanoate metabolism
ENSG00000134240	3158	protein_coding	HMGCS2	Cholesterol metabolism
ENSG00000134240	3158	protein_coding	HMGCS2	Terpenoid backbone biosynthesis
ENSG00000134240	3158	protein_coding	HMGCS2	Transport, mitochondrial
ENSG00000134240	3158	protein_coding	HMGCS2	Transport, nuclear
ENSG00000072571	3161	protein_coding	HMMR	NA
ENSG00000100292	3162	protein_coding	HMOX1	Porphyrin metabolism
ENSG00000277424	3163	protein_coding	HMOX2	NA
ENSG00000103415	3163	protein_coding	HMOX2	Porphyrin metabolism
ENSG00000150540	3176	protein_coding	HNMT	Histidine metabolism
ENSG00000150540	3176	protein_coding	HNMT	Sulfur metabolism
ENSG00000138668	3184	protein_coding	HNRNPD	NA
ENSG00000158104	3242	protein_coding	HPD	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000163106	27306	protein_coding	HPGDS	Arachidonic acid metabolism
ENSG00000163106	27306	protein_coding	HPGDS	Eicosanoid metabolism
ENSG00000163106	27306	protein_coding	HPGDS	Estrogen metabolism
ENSG00000163106	27306	protein_coding	HPGDS	Leukotriene metabolism
ENSG00000163106	27306	protein_coding	HPGDS	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000163106	27306	protein_coding	HPGDS	prostaglandin biosynthesis
ENSG00000165704	3251	protein_coding	HPRT1	Purine metabolism
ENSG00000173083	10855	protein_coding	HPSE	Heparan sulfate degradation
ENSG00000172987	60495	protein_coding	HPSE2	Heparan sulfate degradation
ENSG00000153936	9653	protein_coding	HS2ST1	Chondroitin / heparan sulfate biosynthesis
ENSG00000153936	9653	protein_coding	HS2ST1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000153936	9653	protein_coding	HS2ST1	Serotonin and melatonin biosynthesis
ENSG00000002587	9957	protein_coding	HS3ST1	Chondroitin / heparan sulfate biosynthesis
ENSG00000122254	9956	protein_coding	HS3ST2	Chondroitin / heparan sulfate biosynthesis
ENSG00000153976	9955	protein_coding	HS3ST3A1	Chondroitin / heparan sulfate biosynthesis
ENSG00000125430	9953	protein_coding	HS3ST3B1	Chondroitin / heparan sulfate biosynthesis
ENSG00000182601	9951	protein_coding	HS3ST4	Chondroitin / heparan sulfate biosynthesis
ENSG00000249853	222537	protein_coding	HS3ST5	Chondroitin / heparan sulfate biosynthesis
ENSG00000276333	64711	protein_coding	HS3ST6	NA
ENSG00000162040	64711	protein_coding	HS3ST6	Chondroitin / heparan sulfate biosynthesis
ENSG00000136720	9394	protein_coding	HS6ST1	Chondroitin / heparan sulfate biosynthesis
ENSG00000136720	9394	protein_coding	HS6ST1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000136720	9394	protein_coding	HS6ST1	Serotonin and melatonin biosynthesis
ENSG00000171004	90161	protein_coding	HS6ST2	Chondroitin / heparan sulfate biosynthesis
ENSG00000171004	90161	protein_coding	HS6ST2	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000171004	90161	protein_coding	HS6ST2	Serotonin and melatonin biosynthesis
ENSG00000185352	266722	protein_coding	HS6ST3	Chondroitin / heparan sulfate biosynthesis
ENSG00000185352	266722	protein_coding	HS6ST3	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000185352	266722	protein_coding	HS6ST3	Serotonin and melatonin biosynthesis
ENSG00000100209	150274	protein_coding	HSCB	NA
ENSG00000072506	3028	protein_coding	HSD17B10	Arachidonic acid metabolism
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of branched-chain fatty acids (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of even-chain fatty acids (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of odd-chain fatty acids (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000072506	3028	protein_coding	HSD17B10	Leukotriene metabolism
ENSG00000072506	3028	protein_coding	HSD17B10	Omega-6 fatty acid metabolism
ENSG00000072506	3028	protein_coding	HSD17B10	Steroid metabolism
ENSG00000072506	3028	protein_coding	HSD17B10	Tryptophan metabolism
ENSG00000072506	3028	protein_coding	HSD17B10	Valine, leucine, and isoleucine metabolism
ENSG00000072506	3028	protein_coding	HSD17B10	Vitamin E metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Androgen metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Arachidonic acid metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Estrogen metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Fatty acid biosynthesis (unsaturated)
ENSG00000149084	51144	protein_coding	HSD17B12	Fatty acid elongation (even-chain)
ENSG00000149084	51144	protein_coding	HSD17B12	Fatty acid elongation (odd-chain)
ENSG00000149084	51144	protein_coding	HSD17B12	Leukotriene metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Omega-3 fatty acid metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Omega-6 fatty acid metabolism
ENSG00000149084	51144	protein_coding	HSD17B12	Steroid metabolism
ENSG00000132196	51478	protein_coding	HSD17B7	Androgen metabolism
ENSG00000132196	51478	protein_coding	HSD17B7	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000132196	51478	protein_coding	HSD17B7	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)
ENSG00000132196	51478	protein_coding	HSD17B7	Estrogen metabolism
ENSG00000132196	51478	protein_coding	HSD17B7	Steroid metabolism
ENSG00000203857	3283	protein_coding	HSD3B1	Androgen metabolism
ENSG00000203857	3283	protein_coding	HSD3B1	Bile acid biosynthesis
ENSG00000203857	3283	protein_coding	HSD3B1	Glucocorticoid biosynthesis
ENSG00000203857	3283	protein_coding	HSD3B1	Steroid metabolism
ENSG00000099377	80270	protein_coding	HSD3B7	Bile acid biosynthesis
ENSG00000099377	80270	protein_coding	HSD3B7	Leukotriene metabolism
ENSG00000099377	80270	protein_coding	HSD3B7	Propanoate metabolism
ENSG00000099377	80270	protein_coding	HSD3B7	Retinol metabolism
ENSG00000099377	80270	protein_coding	HSD3B7	Valine, leucine, and isoleucine metabolism
ENSG00000114378	3373	protein_coding	HYAL1	Chondroitin sulfate degradation
ENSG00000068001	8692	protein_coding	HYAL2	Chondroitin sulfate degradation
ENSG00000178922	81888	protein_coding	HYI	Glycine, serine and threonine metabolism
ENSG00000138413	3417	protein_coding	IDH1	Nicotinate and nicotinamide metabolism
ENSG00000138413	3417	protein_coding	IDH1	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000182054	3418	protein_coding	IDH2	Nicotinate and nicotinamide metabolism
ENSG00000182054	3418	protein_coding	IDH2	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000166411	3419	protein_coding	IDH3A	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000101365	3420	protein_coding	IDH3B	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000067829	3421	protein_coding	IDH3G	Bile acid biosynthesis
ENSG00000067829	3421	protein_coding	IDH3G	Transport, peroxisomal
ENSG00000067829	3421	protein_coding	IDH3G	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000067064	3422	protein_coding	IDI1	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000148377	91734	protein_coding	IDI2	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000131203	3620	protein_coding	IDO1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000131203	3620	protein_coding	IDO1	Serotonin and melatonin biosynthesis
ENSG00000188676	169355	protein_coding	IDO2	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000188676	169355	protein_coding	IDO2	Serotonin and melatonin biosynthesis
ENSG00000188676	169355	protein_coding	IDO2	Valine, leucine, and isoleucine metabolism
ENSG00000010404	3423	protein_coding	IDS	Chondroitin sulfate degradation
ENSG00000010404	3423	protein_coding	IDS	Heparan sulfate degradation
ENSG00000127415	3425	protein_coding	IDUA	Chondroitin sulfate degradation
ENSG00000127415	3425	protein_coding	IDUA	Heparan sulfate degradation
ENSG00000104951	259307	protein_coding	IL4I1	Cysteine and methionine metabolism
ENSG00000104951	259307	protein_coding	IL4I1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000133731	3612	protein_coding	IMPA1	Inositol phosphate metabolism
ENSG00000141401	3613	protein_coding	IMPA2	Inositol phosphate metabolism
ENSG00000106348	3614	protein_coding	IMPDH1	Purine metabolism
ENSG00000178035	3615	protein_coding	IMPDH2	Purine metabolism
ENSG00000123999	3623	protein_coding	INHA	NA
ENSG00000122641	3624	protein_coding	INHBA	NA
ENSG00000163083	3625	protein_coding	INHBB	NA
ENSG00000175189	3626	protein_coding	INHBC	NA
ENSG00000139269	83729	protein_coding	INHBE	NA
ENSG00000241644	11185	protein_coding	INMT	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000241644	11185	protein_coding	INMT	Serotonin and melatonin biosynthesis
ENSG00000151689	3628	protein_coding	INPP1	Inositol phosphate metabolism
ENSG00000040933	3631	protein_coding	INPP4A	Inositol phosphate metabolism
ENSG00000109452	8821	protein_coding	INPP4B	Inositol phosphate metabolism
ENSG00000068383	3632	protein_coding	INPP5A	Inositol phosphate metabolism
ENSG00000204084	3633	protein_coding	INPP5B	Inositol phosphate metabolism
ENSG00000148384	56623	protein_coding	INPP5E	Inositol phosphate metabolism
ENSG00000185133	27124	protein_coding	INPP5J	Inositol phosphate metabolism
ENSG00000132376	51763	protein_coding	INPP5K	Inositol phosphate metabolism
ENSG00000165458	3636	protein_coding	INPPL1	Inositol phosphate metabolism
ENSG00000254647	3630	protein_coding	INS	NA
ENSG00000151151	253430	protein_coding	IPMK	Inositol phosphate metabolism
ENSG00000127080	64768	protein_coding	IPPK	Inositol phosphate metabolism
ENSG00000140575	8826	protein_coding	IQGAP1	NA
ENSG00000016082	3670	protein_coding	ISL1	NA
ENSG00000105655	51477	protein_coding	ISYNA1	Inositol phosphate metabolism
ENSG00000125877	3704	protein_coding	ITPA	Nucleotide metabolism
ENSG00000125877	3704	protein_coding	ITPA	Purine metabolism
ENSG00000125877	3704	protein_coding	ITPA	Pyrimidine metabolism
ENSG00000274958	3705	protein_coding	ITPK1	NA
ENSG00000100605	3705	protein_coding	ITPK1	Inositol phosphate metabolism
ENSG00000137825	3706	protein_coding	ITPKA	Inositol phosphate metabolism
ENSG00000143772	3707	protein_coding	ITPKB	Inositol phosphate metabolism
ENSG00000123104	3709	protein_coding	ITPR2	NA
ENSG00000096433	3710	protein_coding	ITPR3	NA
ENSG00000128928	3712	protein_coding	IVD	Valine, leucine, and isoleucine metabolism
ENSG00000009765	389434	protein_coding	IYD	NA
ENSG00000168970	8681	protein_coding	JMJD7-PLA2G4B	Ether lipid metabolism
ENSG00000168970	8681	protein_coding	JMJD7-PLA2G4B	Glycerolipid metabolism
ENSG00000168970	8681	protein_coding	JMJD7-PLA2G4B	Glycerophospholipid metabolism
ENSG00000158445	3745	protein_coding	KCNB1	NA
ENSG00000166006	3747	protein_coding	KCNC2	NA
ENSG00000178342	26251	protein_coding	KCNG2	NA
ENSG00000187486	3767	protein_coding	KCNJ11	NA
ENSG00000170745	3790	protein_coding	KCNS3	NA
ENSG00000119537	2531	protein_coding	KDSR	Sphingolipid metabolism
ENSG00000139330	11081	protein_coding	KERA	NA
ENSG00000138030	3795	protein_coding	KHK	Fructose and mannose metabolism
ENSG00000138030	3795	protein_coding	KHK	Galactose metabolism
ENSG00000138030	3795	protein_coding	KHK	Pentose phosphate pathway
ENSG00000138030	3795	protein_coding	KHK	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000088247	8570	protein_coding	KHSRP	NA
ENSG00000137177	63971	protein_coding	KIF13A	NA
ENSG00000140859	3801	protein_coding	KIFC3	NA
ENSG00000117009	8564	protein_coding	KMO	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000115919	8942	protein_coding	KYNU	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000087299	79944	protein_coding	L2HGDH	Butanoate metabolism
ENSG00000167531	3906	protein_coding	LALBA	Galactose metabolism
ENSG00000002549	51056	protein_coding	LAP3	Glutathione metabolism
ENSG00000143815	3930	protein_coding	LBR	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000143815	3930	protein_coding	LBR	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)
ENSG00000213398	3931	protein_coding	LCAT	Glycerophospholipid metabolism
ENSG00000172954	253558	protein_coding	LCLAT1	Glycerolipid metabolism
ENSG00000172954	253558	protein_coding	LCLAT1	Glycerophospholipid metabolism
ENSG00000172954	253558	protein_coding	LCLAT1	Leukotriene metabolism
ENSG00000205629	51451	protein_coding	LCMT1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000168806	9836	protein_coding	LCMT2	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000115850	3938	protein_coding	LCT	Galactose metabolism
ENSG00000115850	3938	protein_coding	LCT	Glycosphingolipid biosynthesis-ganglio series
ENSG00000115850	3938	protein_coding	LCT	Isolated
ENSG00000115850	3938	protein_coding	LCT	Sphingolipid metabolism
ENSG00000288299	3939	protein_coding	LDHA	NA
ENSG00000134333	3939	protein_coding	LDHA	Alanine, aspartate and glutamate metabolism
ENSG00000134333	3939	protein_coding	LDHA	Pyruvate metabolism
ENSG00000166800	160287	protein_coding	LDHAL6A	Butanoate metabolism
ENSG00000166800	160287	protein_coding	LDHAL6A	Cysteine and methionine metabolism
ENSG00000166800	160287	protein_coding	LDHAL6A	Glycolysis / Gluconeogenesis
ENSG00000166800	160287	protein_coding	LDHAL6A	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000171989	92483	protein_coding	LDHAL6B	Butanoate metabolism
ENSG00000171989	92483	protein_coding	LDHAL6B	Cysteine and methionine metabolism
ENSG00000171989	92483	protein_coding	LDHAL6B	Glycolysis / Gluconeogenesis
ENSG00000171989	92483	protein_coding	LDHAL6B	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000111716	3945	protein_coding	LDHB	Butanoate metabolism
ENSG00000111716	3945	protein_coding	LDHB	Cysteine and methionine metabolism
ENSG00000111716	3945	protein_coding	LDHB	Glycolysis / Gluconeogenesis
ENSG00000111716	3945	protein_coding	LDHB	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000166796	3948	protein_coding	LDHC	Butanoate metabolism
ENSG00000166796	3948	protein_coding	LDHC	Cysteine and methionine metabolism
ENSG00000166796	3948	protein_coding	LDHC	Glycolysis / Gluconeogenesis
ENSG00000166796	3948	protein_coding	LDHC	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000166816	197257	protein_coding	LDHD	Pyruvate metabolism
ENSG00000166816	197257	protein_coding	LDHD	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000130164	3949	protein_coding	LDLR	Transport, extracellular
ENSG00000157978	26119	protein_coding	LDLRAP1	NA
ENSG00000174697	3952	protein_coding	LEP	NA
ENSG00000100600	5641	protein_coding	LGMN	Protein degradation
ENSG00000104826	3972	protein_coding	LHB	NA
ENSG00000166035	3990	protein_coding	LIPC	Acylglycerides metabolism
ENSG00000166035	3990	protein_coding	LIPC	Retinol metabolism
ENSG00000079435	3991	protein_coding	LIPE	Acylglycerides metabolism
ENSG00000079435	3991	protein_coding	LIPE	Retinol metabolism
ENSG00000182333	8513	protein_coding	LIPF	Acylglycerides metabolism
ENSG00000182333	8513	protein_coding	LIPF	Retinol metabolism
ENSG00000101670	9388	protein_coding	LIPG	Acylglycerides metabolism
ENSG00000101670	9388	protein_coding	LIPG	Retinol metabolism
ENSG00000074695	3998	protein_coding	LMAN1	NA
ENSG00000102910	83752	protein_coding	LONP2	NA
ENSG00000198670	4018	protein_coding	LPA	NA
ENSG00000275079	79888	protein_coding	LPCAT1	NA
ENSG00000153395	79888	protein_coding	LPCAT1	Ether lipid metabolism
ENSG00000153395	79888	protein_coding	LPCAT1	Glycerophospholipid metabolism
ENSG00000153395	79888	protein_coding	LPCAT1	Leukotriene metabolism
ENSG00000087253	54947	protein_coding	LPCAT2	Ether lipid metabolism
ENSG00000087253	54947	protein_coding	LPCAT2	Glycerophospholipid metabolism
ENSG00000087253	54947	protein_coding	LPCAT2	Leukotriene metabolism
ENSG00000111684	10162	protein_coding	LPCAT3	Ether lipid metabolism
ENSG00000111684	10162	protein_coding	LPCAT3	Glycerophospholipid metabolism
ENSG00000111684	10162	protein_coding	LPCAT3	Leukotriene metabolism
ENSG00000111684	10162	protein_coding	LPCAT3	Transport, mitochondrial
ENSG00000176454	254531	protein_coding	LPCAT4	Ether lipid metabolism
ENSG00000176454	254531	protein_coding	LPCAT4	Glycerophospholipid metabolism
ENSG00000176454	254531	protein_coding	LPCAT4	Leukotriene metabolism
ENSG00000176454	254531	protein_coding	LPCAT4	Transport, mitochondrial
ENSG00000123684	9926	protein_coding	LPGAT1	Leukotriene metabolism
ENSG00000123684	9926	protein_coding	LPGAT1	Transport, mitochondrial
ENSG00000134324	23175	protein_coding	LPIN1	Ether lipid metabolism
ENSG00000134324	23175	protein_coding	LPIN1	Glycerolipid metabolism
ENSG00000134324	23175	protein_coding	LPIN1	Glycerophospholipid metabolism
ENSG00000134324	23175	protein_coding	LPIN1	prostaglandin biosynthesis
ENSG00000134324	23175	protein_coding	LPIN1	Sphingolipid metabolism
ENSG00000101577	9663	protein_coding	LPIN2	Ether lipid metabolism
ENSG00000101577	9663	protein_coding	LPIN2	Glycerolipid metabolism
ENSG00000101577	9663	protein_coding	LPIN2	Glycerophospholipid metabolism
ENSG00000101577	9663	protein_coding	LPIN2	prostaglandin biosynthesis
ENSG00000101577	9663	protein_coding	LPIN2	Sphingolipid metabolism
ENSG00000132793	64900	protein_coding	LPIN3	Ether lipid metabolism
ENSG00000132793	64900	protein_coding	LPIN3	Glycerolipid metabolism
ENSG00000132793	64900	protein_coding	LPIN3	Glycerophospholipid metabolism
ENSG00000132793	64900	protein_coding	LPIN3	prostaglandin biosynthesis
ENSG00000132793	64900	protein_coding	LPIN3	Sphingolipid metabolism
ENSG00000175445	4023	protein_coding	LPL	Acylglycerides metabolism
ENSG00000175445	4023	protein_coding	LPL	Pool reactions
ENSG00000175445	4023	protein_coding	LPL	Transport, extracellular
ENSG00000175445	4023	protein_coding	LPL	Transport, nuclear
ENSG00000121207	9227	protein_coding	LRAT	Retinol metabolism
